source	heading	target
18-skills-survey-web.md	Joan León (nucliweb): webperf-core-web-vitals / fixed scripts through the MCP; confirm a CLS of 0 over several loads	-> measure.md §5 and §1 (5 runs) (unchecked)
18-skills-survey-web.md	Blog posts and talks / Dallacqua: raw traces are too large for a model; a fixed workflow was more reliable	-> measure.md §8 and scripts/trace-summary.mjs (unchecked)
18-skills-survey-web.md	Blog posts and talks / Karel (corewebvitals.io): field data, then trace, then fix, then field data again	-> measure.md §7 (unchecked)
18-skills-survey-web.md	Rules to consider adding / 13. Prove a leak fix by slope	-> measure.md §4 #mem (unchecked)
kit-test/browser-check.md	What measure.md must say / 1. Install	-> measure.md §5 Install and Cost (live kit check)
kit-test/browser-check.md	What measure.md must say / 2. pageId	-> measure.md header and §11 (live kit check)
kit-test/browser-check.md	What measure.md must say / 3. Order	-> measure.md §0 step 3 and §2 Order and Emulate before the load (live kit check)
kit-test/browser-check.md	What measure.md must say / 4. filePath	-> measure.md §8 (live kit check)
kit-test/browser-check.md	What measure.md must say / 5. Trace metadata	-> measure.md §6 profile line and support.md §C (live kit check)
kit-test/browser-check.md	What measure.md must say / 6. Marks in a trace	-> measure.md §4 Reading trace-summary.mjs (Forced by script, 1-based); mark details handled inside scripts/trace-summary.mjs (live kit check)
kit-test/browser-check.md	What measure.md must say / 7. Other pages	-> measure.md §0 step 2 and §1 step 3 (live kit check)
kit-test/browser-check.md	What measure.md must say / 8. Window length	-> measure.md §4 #fps step 2 (live kit check)
kit-test/browser-check.md	What measure.md must say / 9. Which frame metrics show jank	-> measure.md §4 #fps Which metric shows what (live kit check)
kit-test/browser-check.md	What measure.md must say / 10. Waits	-> measure.md §3 Waits and §4 #cls (live kit check)
kit-test/browser-check.md	What measure.md must say / 11. Load CLS	-> measure.md §4 #cls (live kit check)
kit-test/browser-check.md	What measure.md must say / 12. initScript	-> measure.md §5 Early install (live kit check)
kit-test/browser-check.md	What measure.md must say / 13. WebMCP tool list	-> measure.md §3 With WebMCP (live kit check)
kit-test/browser-check.md	What measure.md must say / 14. WebMCP behavior	-> measure.md §3 With WebMCP; the page-side executeTool detail -> support.md §C (live kit check)
kit-test/browser-check.md	What measure.md must say / 15. Event Timing	-> measure.md §4 #inp (live kit check)
kit-test/browser-check.md	What measure.md must say / 16. Debugger events	-> measure.md §10 Debugger rows (live kit check)
01-critical-rendering-path.md	Threads and processes (Chromium RenderingNG; other engines differ in detail)	-> pipeline.md §A (verify/01 run2-new corrections applied: layerize on the main thread; network service in its own process; rAF only in dedicated workers; commit is non-blocking, key non-blocking-commit)
01-critical-rendering-path.md	(a) Initial load: navigation to first pixels	-> pipeline.md §B, §H (verify/01: Paint Holding is FCP or 500 ms on most navigations, key paint-holding; verify/01 run2-new: non-blocking commit, one task per deferred or module script)
01-critical-rendering-path.md	(b) The update frame after load (one rendering opportunity)	-> pipeline.md §C, §D
01-critical-rendering-path.run2-new.md	Threads and processes (Chromium RenderingNG; other engines differ in detail)	-> pipeline.md §A (same table as in 01; corrected per verify/01 run2-new)
01-critical-rendering-path.run2-new.md	Split script evaluation into smaller tasks and defer non-critical features	-> pipeline.md §B phase 5, §H script-load (engine facts only: streaming compile off the main thread; one task per deferred or module script, key separate-defer-module-tasks); rule home html-loading.md
01-critical-rendering-path.run2-new.md	Do not inline large blobs into the HTML	-> pipeline.md §B phase 3, §H script-load wrong belief (V8 code cache only for external scripts over about 1 KB, from verify/01 run2-new); rule home html-loading.md
01-critical-rendering-path.run2-new.md	Avoid layout-forcing reads in pointer handlers	-> pipeline.md §F (offsetX/Y and layerX/Y force layout); rule home js-events-and-input.md
01-critical-rendering-path.run2-new.md	Treat IntersectionObserver callbacks as next-task, and use them to pause off-screen work	-> pipeline.md §C step 9, §D (mechanism only); rule home gpu-canvas-and-frames.md
01-critical-rendering-path.md	Keep the DOM small and shallow; create hidden UI on demand	-> pipeline.md §I DOMSize row, §H style and layout budgets (insight rule only); rule home js-dom-and-lists.md
01-critical-rendering-path.md	Batch DOM reads before writes; never read geometry after a write in the same task	-> pipeline.md §F, §I ForcedReflow (30 ms insight rule); rule home js-events-and-input.md
01-critical-rendering-path.md	Decode large images before they enter the frame	-> pipeline.md §B phase 10, §H paint (decode is the most expensive part of raster); rule home html-media-and-fonts.md
01-critical-rendering-path.md	Animate only compositor properties: transform, opacity, filter	-> pipeline.md §E, §H composite (mechanism); rule home css-rendering.md
01-critical-rendering-path.md	Reduce paint area and paint cost	-> pipeline.md §H paint wrong belief (verify/01 correction: compositor-run filter also skips paint); rule home css-rendering.md
01-critical-rendering-path.md	Know Chrome's tight mode when you order head resources	-> pipeline.md §H network (verify/01 correction applied; the version is in support-parts/pipeline.md); rule home html-loading.md
01-critical-rendering-path.md	Preconnect only to the one or two cross-origin hosts on the critical path	-> pipeline.md §H network wrong belief; rule home html-loading.md (HTML-11)
01-critical-rendering-path.md	Preload only late-discovered critical resources, with as and crossorigin	-> pipeline.md §H network wrong belief (a preload without as downloads twice); rule home html-loading.md
01-critical-rendering-path.md	Default app scripts to defer or type=module; use async only for independent scripts	-> pipeline.md §B phase 5, §H parse wrong belief; rule home html-loading.md (HTML-04)
01-critical-rendering-path.md	Size canvases from ResizeObserver; do not resize the observed box in its callback	-> pipeline.md §C step 7 (mechanism); rule home gpu-canvas-and-frames.md
01-critical-rendering-path.md	Read the CRP in the DevTools Performance panel before and after each change	-> pipeline.md §I titles, §H trace events (verify/01: official insight titles)
01-critical-rendering-path.md	Measure frame phases in the field with Long Animation Frames, Event Timing and renderBlockingStatus	-> pipeline.md §C field view; rule home measure.md
02-course-loading.md	Keep critical resources in server-sent HTML so the preload scanner can find them	-> pipeline.md §B phase 3, §H parse (verify/02 correction: only @import inside external stylesheets is invisible to the scanner); rule home html-loading.md
03-course-js-and-vitals.md	Reference: Core Web Vitals thresholds (p75 of page loads, mobile and desktop segmented)	-> pipeline.md §G (LCP subparts and shares, INP subparts, CLS windows; the thresholds stay in SKILL.md)
03-course-js-and-vitals.md	Know how browsers turn scripts into tasks	-> pipeline.md §B phase 5 (verify/03 marked it unverified; superseded by verify/01 run2-new: one task per deferred or module script, key separate-defer-module-tasks)
05-css-rendering.md	Know which property changes cause layout, paint, or only property-tree updates (current Blink data)	-> pipeline.md §E (verify/05 correction applied: z-index repaints its stacking context; clip-path is clip plus paint; background-* has no invalidate field)
05-css-rendering.md	Animate only properties that the compositor can run	-> pipeline.md §E compositor list; rule home css-rendering.md (CSS-01, CSS-03)
05-css-rendering.md	Do not rely on composited background-color or clip-path animations across browsers	-> pipeline.md §A, §E (keys composited-bg-color-animation, composited-clip-path-animation); rule home css-rendering.md
05-css-rendering.md	Use CSS animations or WAAPI, not per-frame style writes, and do not animate custom properties on hot paths	-> pipeline.md §E (custom properties animate on the main thread), §H composite wrong belief; rule home css-rendering.md
05-css-rendering.md	Batch layout reads before style writes (no forced synchronous layout)	-> pipeline.md §F; rule home js-events-and-input.md (EVT-07)
05-css-rendering.md	Know which CSS creates a compositing layer, and do not add one by accident	-> pipeline.md §H composite wrong belief; rule home css-rendering.md (CSS-06, CSS-05)
05-css-rendering.md	Promote only elements that will animate, only while they animate	-> pipeline.md §H composite wrong belief; rule home css-rendering.md (CSS-05)
05-css-rendering.md	Toggle state on the smallest element that needs it	-> pipeline.md §H style wrong belief; rule home css-rendering.md (CSS-12)
05-css-rendering.md	Keep fast-changing custom properties off `:root`, and register them with `inherits: false`	-> pipeline.md §H style wrong belief; rule home css-rendering.md (CSS-14)
05-css-rendering.md	Make repaint areas small and separate	-> css-rendering.md (CSS-15) (not used in pipeline.md: verify/05 disputed the union-of-dirty-regions mechanism)
06-js-event-loop-and-scheduling.md	Place each piece of work in the right slot of the frame: task, microtask, or rendering step	-> pipeline.md §C, §D
06-js-event-loop-and-scheduling.md	Know that microtasks run whenever the JS stack empties, not only at the end of a task	-> pipeline.md §D
06-js-event-loop-and-scheduling.md	Keep every task under 50 ms, and much shorter while something animates	-> pipeline.md §H tasks budget; rule home js-scheduling-and-workers.md (TASK-01)
06-js-event-loop-and-scheduling.md	Do not expect a frame between every small task; get visible progress through rAF	-> pipeline.md §G frame note; rule home js-scheduling-and-workers.md (TASK-01)
06-js-event-loop-and-scheduling.md	Account for the 4 ms nesting clamp when you yield with setTimeout	-> pipeline.md §D timer row (the verify/06 correction concerns Safari only; Chromium follows the spec)
06-js-event-loop-and-scheduling.md	Do not rely on timers for correctness in background tabs	-> pipeline.md §D timer row, §H memory (verify/06 correction applied: intensive throttling after 1 minute for loaded pages); rule home js-lifecycle-and-memory.md
06-js-event-loop-and-scheduling.md	Never "yield" with a promise or queueMicrotask	-> pipeline.md §D, §H tasks wrong belief; rule home js-scheduling-and-workers.md (TASK-04)
06-js-event-loop-and-scheduling.md	Coalesce high-frequency inputs and data into one rAF per frame	-> pipeline.md §C step 2 (mechanism); rule home js-events-and-input.md
06-js-event-loop-and-scheduling.md	Keep rAF callbacks to visual work only	-> pipeline.md §C step 5, §D
06-js-event-loop-and-scheduling.md	To run code after the next paint, use rAF then a task, not a double rAF	-> pipeline.md §D (verify/06 note applied: the task runs after the frame's main-thread work, not after display); rule home js-events-and-input.md
06-js-event-loop-and-scheduling.md	Read element sizes from ResizeObserver/IntersectionObserver instead of forcing layout	-> pipeline.md §C, §D, §F
06-js-event-loop-and-scheduling.md	Do not change observed sizes inside a ResizeObserver callback without a guard	-> pipeline.md §C step 7
06-js-event-loop-and-scheduling.md	In input handlers, apply the visible feedback first, then yield; call preventDefault before any await	-> pipeline.md §D yield row, §H tasks wrong belief (verify/06 note: a yield does not force a frame); rule home js-events-and-input.md
06-js-event-loop-and-scheduling.md	Use requestIdleCallback only for deferrable work, always with a timeout and a Safari fallback	-> pipeline.md §D idle row (50 ms deadline), §H tasks wrong belief; rule home js-scheduling-and-workers.md
06-js-event-loop-and-scheduling.md	Pick the scheduling primitive by what must happen before it	-> pipeline.md §D (slot model only, verify/06 corrections applied); the choice table is js-scheduling-and-workers.md §0
06-js-event-loop-and-scheduling.md	Observe long-animation-frame entries in the field, not only longtask	-> pipeline.md §C field view, §H tasks trace; rule home measure.md
06-js-event-loop-and-scheduling.md	Diagnose INP by subpart before you optimize	-> pipeline.md §G INP
06-js-event-loop-and-scheduling.md	Know the APIs that force style or layout	-> pipeline.md §F
06-js-event-loop-and-scheduling.md	Batch DOM writes by avoiding interleaved reads, not by relying on DocumentFragment	-> pipeline.md §H layout wrong belief; rule home js-dom-and-lists.md (DOM-07)
06-js-event-loop-and-scheduling.md	Move long pure computation to a worker	-> pipeline.md §A, §H js wrong belief; rule home js-scheduling-and-workers.md (TASK-10, TASK-02)
06-js-event-loop-and-scheduling.md	Split script evaluation into several smaller tasks	-> pipeline.md §B phase 5 (verify/06 found no newer source; verify/01 run2-new found the Chromium change, key separate-defer-module-tasks)
10-gpu-webgl.md	Allocate buffers once with headroom and update sub-ranges with bufferSubData	-> pipeline.md §H gpu-upload wrong belief; rule home gpu-webgl-webgpu.md (GPU-08)
10-gpu-webgl.md	Avoid per-upload conversions (premultiply, flip, color space)	-> pipeline.md §H gpu-upload; rule home gpu-webgl-webgpu.md (GPU-26)
10-gpu-webgl.md	Create GPU objects at load and delete them eagerly, but outside the frame loop	-> pipeline.md §H gpu-upload budget; rule home gpu-webgl-webgpu.md (GPU-05, GPU-30)
11-gpu-webgpu.md	Rebase large coordinates to a local origin before upload (no f64 in WGSL)	-> pipeline.md §H gpu-upload wrong belief (verify/11 detail: f32 values about 131 s apart at epoch-ms scale); rule home gpu-webgl-webgpu.md
14-devtools-mcp-and-webmcp.md	Performance insight names (for `performance_analyze_insight`)	-> pipeline.md §I (verify/14: SlowCSSSelector is never listed in MCP traces)
14-devtools-mcp-and-webmcp.md	Do not trust CPU throttling for WebGL/WebGPU chart frame times	-> pipeline.md §H gpu-draw wrong beliefs; rule home measure.md
14-devtools-mcp-and-webmcp.md	Use the INP threshold and the lab proxy correctly	-> pipeline.md §G (a load trace holds no interaction); rule home measure.md
14-devtools-mcp-and-webmcp.md	Record interaction traces manually to get INP and its subparts	-> pipeline.md §G, §I INPBreakdown; rule home measure.md
15-gaps-round-1.md	Carry verify/01 corrections into the final 01 by content, not by title	-> pipeline.md §B phase 12 (the Paint Holding correction) (late check: corrected; no rule change needed)
15-gaps-round-1.md	Budget each frame against the refresh interval and each task against about 50 ms	-> pipeline.md §C intro, §H budgets
15-gaps-round-1.md	Read GPU cost from a saved trace: the GPU track and the Frames track in DevTools, or Perfetto for the GPU process	-> pipeline.md §C step 12, §H gpu-draw (Frames track colors); the Perfetto part -> measure.md (late check: corrected; no rule change needed)
15-gaps-round-2.md	Do not read frame rate or GPU time from the MCP trace summary; use an in-page frame probe and the saved trace	-> pipeline.md §A, §H gpu-draw (GPUTask is CPU time on the GPU main thread; the summary has no frame or GPU data)
15-gaps-round-2.md	Measure INP in MCP with `click` inside a manual trace, and check handlers on every event of the interaction	-> pipeline.md §G INP (pointerdown, pointerup and click share one interactionId); the recipe -> measure.md (late check: corrected; no rule change needed)
16-explore-fast-batch-03.md	Do not count on a `<canvas>` chart to be the LCP element. Measure chart readiness with your own mark	-> pipeline.md §G LCP (a canvas is not an LCP candidate) (late check: corrected; no rule change needed)
16-explore-fast-batch-03.md	Do not rely on placeholders, full-viewport backgrounds, or invisible elements as the LCP element	-> pipeline.md §G LCP (Chromium candidate rules; versions in support-parts/pipeline.md)
16-explore-fast-batch-03.md	Know how LCP size is computed before you design the hero	-> pipeline.md §G LCP (candidates stop at the first tap, scroll or key press)
16-explore-fast-batch-05.md	Expect CLS to be counted per 5-second session window, including in long-lived SPAs	-> pipeline.md §G CLS
16-explore-fast-batch-01.md	Do not count on `defer` or `type=module` to split evaluation: Chromium runs the ready ones in one task with `DOMContentLoaded`	-> pipeline.md §B phase 5 (the claim is stale for current Chromium: verify/01 run2-new found one task per deferred or module script, key separate-defer-module-tasks) (late check: corrected; no rule change needed)
18-skills-survey-web.md	ibelick: fixing-motion-performance / review mode: quote the violating line, say why it matters in one sentence, give a code fix	-> review.md §C (finding fields Code, Why it costs, Fix) (unchecked)
18-skills-survey-web.md	ibelick: fixing-motion-performance / tool boundary: do not migrate animation libraries unless asked	-> review.md §A step 7; SKILL.md Scope (unchecked)
18-skills-survey-web.md	ibelick: fixing-motion-performance / for each non-default choice, state the constraint that justifies it	-> review.md §C Trade-off field; SKILL.md Mode 1 notes (unchecked)
18-skills-survey-web.md	Front-End Checklist: frontend-checklist-global / audit stance: be conservative, report the strongest 1-2 supported findings, prefer silence over nitpicks	-> review.md §A step 6 (unchecked)
18-skills-survey-web.md	Mapbox: mapbox-web-performance-patterns / agent anti-pattern: happy path only (no error handler, no teardown, tiny test data)	-> review.md §A step 5 (missing contracts) (unchecked)
18-skills-survey-web.md	Vercel plugin: performance-optimizer agent / report format Issue, Impact, Recommendation, Expected improvement	dropped: an expected-improvement field invites unmeasured numbers; review.md uses Verify with a Pass condition instead
18-skills-survey-github.md	Cloudflare — skills web-perf / skip non-issues: an insight with 0 ms estimated savings is noted but not recommended	-> review.md §A step 6 (unchecked)
18-skills-survey-github.md	Cloudflare — skills web-perf / be specific, and say so when a page is already fast	-> review.md §A steps 6-7; §C Verdict (unchecked)
18-skills-survey-github.md	Cloudflare — skills web-perf / confirm zero requests to an origin before recommending removal of its preconnect	-> review.md §A step 6 (confirm before a removal) (unchecked)
18-skills-survey-github.md	Garry Tan — gstack / one finding per line with path, line, severity, confidence and fix	-> review.md §C (finding and Summary fields) (unchecked)
18-skills-survey-github.md	Garry Tan — gstack / regression thresholds: timing > 50% or > 500 ms, bundle > 25%, request count > 30%	dropped: single-run thresholds with no variance handling; measure mode uses the MAD-based verdict of scripts/compare-runs.mjs
18-skills-survey-github.md	Gary Basin — dejank / two modes: static scan for PR review, runtime investigation only for a reported symptom; at most two escalation layers, then report unknowns	-> review.md §A Review or diagnose (unchecked)
18-skills-survey-github.md	Addy Osmani — web-quality-skills / static inspection gives hypotheses, not measured regressions; attach the command that verifies each one	-> review.md §B (unchecked)
18-skills-survey-github.md	Addy Osmani — agent-skills performance-optimization / auditor metric-honesty: never fabricate metrics; tag static findings as potential impact	-> review.md §B; SKILL.md Honesty rules (unchecked)
18-skills-survey-github.md	Addy Osmani — agent-skills performance-optimization / keep a ledger of kept and reverted attempts	-> review.md §C Attempts ledger; measure.md ledger (unchecked)
18-skills-survey-github.md	GitHub — awesome-copilot performance-optimization.instructions.md / a detection regex, a severity and the affected metric for each anti-pattern	-> review.md §A step 3 (the sweep runs each rule's Detect field) (unchecked)
18-skills-survey-github.md	Chrome DevTools team — memory-leak-debugging / detached DOM may be an intentional cache: ask before you null references	-> review.md §A step 6 (confirm before a removal); rule home js-lifecycle-and-memory.md (unchecked)
15-gaps-round-2.md	Report measured numbers only: label code-reading findings as hypotheses, and state device, browser and throttling for every number	-> review.md §B
15-gaps-round-2.md	Ship every chart with an error path, a teardown path and a test fixture at production scale	-> rule home in its layer file (LIFE-04, SC-28, SC-48); review.md §A step 5 checks it as a missing contract
15-gaps-round-1.md	Write a degradation policy for every streaming view, driven by measured frame time, and show when the view is degraded	-> js-live-data-and-network.md (rule); review.md §A step 5 checks it as a missing contract (late check: corrected; DATA-11 example fixed)
13-scichart.md	Append in batches with appendRange, never point by point	SC-01 (verify/13 corrected: the 50-100% appendRange boost is a v3.1 changelog entry; release history -> support.md §D)
13-scichart.md	Coalesce streaming ticks into one appendRange per animation frame	SC-02 (verify/13 verified; the limit is once per display frame, not 1/60 s)
13-scichart.md	Declare dataIsSortedInX and containsNaN when you create the series	SC-03 (verify/13 corrected: detection is incremental; the flag hint prints only under a developer license)
13-scichart.md	Set dataEvenlySpacedInX only when X spacing is truly uniform	SC-03; the doc-versus-source conflict -> support.md §D
13-scichart.md	Keep time-series data sorted in X	SC-07
13-scichart.md	Pre-size DataSeries with capacity when the final size is known	SC-05 (the docs-example bug is left out)
13-scichart.md	Use fifoCapacity for rolling windows instead of removeRange + appendRange	SC-02; the spline and stacked FIFO conflict -> support.md §D
13-scichart.md	Use fifoSweeping for wrap-around (ECG-style) displays	SC-08
13-scichart.md	Pass Float64Array buffers and reuse them	SC-05
13-scichart.md	Replace data with clear() + appendRange() on the same series	SC-04
13-scichart.md	Read DataSeries values back with vectorToArrayViewF64, not get(i) loops	SC-06 (verify/13 corrected: FIFO index mapping added; any wasm allocation can detach the view)
13-scichart.md	Update heatmaps in place and prefer the uniform heatmap	SC-09 ("full texture upload per update" is an inference and is left out)
13-scichart.md	Leave resampling on Auto; never ship debugDisableResampling	SC-10
13-scichart.md	Do not pre-downsample in the browser; aggregate on the server for long history	SC-11 (verify/13 disputed: the blog citation is dropped, and the rule is limited to resampled series with the 15-gaps-round-1 scope)
13-scichart.md	Keep spline interpolationPoints low	SC-12 (verify/13: the default is 10)
13-scichart.md	Know the render loop: invalidate, then one draw on the next frame	SC-13
13-scichart.md	Wrap multi-step updates in suspendUpdates / resumeUpdates (or suspender.lock)	SC-13 (verify/13 corrected: suspend helps only across awaits, tasks or callbacks; suspender.lock() is experimental; the notes example is dropped because it does not type-check; "freezes mouse input" is dropped as unverified)
13-scichart.md	Drive rendering yourself only when you own the frame loop (disableEngineLoop)	SC-15
13-scichart.md	Hook the right render event so changes land in the same frame	SC-14 (verify/13 corrected: the event is renderedToWebGl; create() versus createSingle() event order added)
13-scichart.md	Measure chart frames with render events and PerformanceDebugHelper	SC-14; the measurement part is §J (no rule) and -> measure.md (verify/13 corrected: renderedToWebGl; painted fires only with a handler or debug on; warnings need a developer license)
13-scichart.md	Set freezeWhenOutOfView on charts inside scroll views, tabs or collapsible panels	SC-18 (verify/13 corrected: display:none hosts are frozen; visibility:hidden, opacity 0 and covered charts are not)
13-scichart.md	Group dense panel layouts into SubCharts on one parent surface	SC-17 (verify/13 corrected: the 10x figure is a changelog claim and is dropped; position is relative by default; render order can be set)
13-scichart.md	Default to SciChartSurface.create(); use createSingle() only for a few heavy charts	SC-16 (context caps confirmed by verify/13 and verify/10 -> support.md §C; the Firefox and Safari reasons are dropped: Chromium target)
13-scichart.md	Strip axis decoration on small or numerous charts	SC-19
13-scichart.md	Keep native text and the shared label cache on for axis labels	SC-20 (verify/13 corrected: async labels are removed, not deprecated; the third doc-versus-source conflict -> support.md §D)
13-scichart.md	Turn native text off only to cut first-chart startup when labels are static	SC-22
13-scichart.md	Set autoColorMode to Never or Once when you give series explicit colors	SC-25
13-scichart.md	Prefer render-context annotations over SVG and HTML annotations	SC-21
13-scichart.md	Keep isSvgOnly on for cursor and rollover tooltips	SC-21
13-scichart.md	Limit data labels before SciChart has to generate them	SC-21
13-scichart.md	In custom native-text drawing, batch and avoid early flushes	SC-45
13-scichart.md	Make custom PaletteProviders cacheable (shouldUpdatePalette, isRangeIndependant)	SC-23 (the notes example is left out; the Do line carries it)
13-scichart.md	Write RenderDataTransforms that reuse their point series	SC-24
13-scichart.md	Implement incremental hooks in custom data filters	SC-24
13-scichart.md	Give DiscontinuousDateAxis an explicit dataGap	SC-47
13-scichart.md	Skip series animations on live and multi-chart views; reuse the animation DataSeries	SC-26
13-scichart.md	Call sciChartSurface.delete() once on unmount	SC-28 (the framework-specific example is replaced by a framework-neutral one)
13-scichart.md	Delete what you swap out; know that collection remove/clear delete by default	SC-29
13-scichart.md	Tie timers and helper objects to the surface with addDeletable	SC-30
13-scichart.md	Decide when the shared wasm context is disposed in a SPA	SC-31
13-scichart.md	Hunt leaks with MemoryUsageHelper in development	SC-32 (verify/13 corrected: only "production" disables it, and it needs process.env to be defined)
13-scichart.md	Lower wasmBufferSizesKb only in memory-constrained targets	SC-34 (verify/13: 80 MB is a ceiling that buffers grow to, not a static allocation)
13-scichart.md	Plan for the wasm heap ceiling (4 GB in v5; opt-in Memory64 in v6 alpha)	SC-33; the ceiling, the Memory64 status and the blog's wrong Firefox version -> support.md §D
13-scichart.md	Serve both SIMD and no-SIMD wasm and keep useWasmSimd on Auto	SC-36
13-scichart.md	Self-host the wasm next to your app; use the CDN only when you have no bundler	SC-36 (verify/13 corrected: useWasmFromCDN is deprecated for its hook-like name, it does not "error in React"; file sizes -> support.md §D)
13-scichart.md	Load the chart library off the critical path	SC-35 (verify/13 corrected: bundle and wasm sizes -> support.md §D; no tree-shaking added)
13-scichart.md	Size the chart container with CSS before creating the surface	SC-37 (the CLS part is an inference, worded as "can")
13-scichart.md	Consider disabling DPI scaling on large charts for low-end GPUs	SC-38 (the browser-zoom effect is an inference and is left out)
13-scichart.md	Check which GPU the browser uses before you blame the chart	SC-39 (verify/13 corrected: the library already requests high-performance; on Windows the OS setting decides)
13-scichart.md	Do not depend on WebGPU yet; v6 alpha gates it to Apple GPUs	SC-40 (verify/13 corrected: the gate is a /Mac/ user agent plus an Apple adapter; alpha details -> support.md §D)
13-scichart.md	Stay on the latest v5 minor	SC-41; release history -> support.md §D
13-scichart.md	Doc-versus-source conflicts found (5.2.69)	SC-02, SC-03, SC-20, SC-40; the table -> support.md §D
verify/13-scichart.verify.md	Missing 1: createSingle() reloads the whole page on WebGL context loss	SC-16
verify/13-scichart.verify.md	Missing 2: serve the wasm as application/wasm, compressed, at a stable URL with revalidation	SC-36
verify/13-scichart.verify.md	Missing 3: v5 cannot be tree-shaken	SC-35
verify/13-scichart.verify.md	Missing 4: hidden streaming series still get resampled	SC-44, SC-17 (hidden sub-charts are skipped)
verify/13-scichart.verify.md	Missing 5: do not benchmark SciChart wasm with DevTools, MCP or a debugger attached	-> measure.md; a note in §J (no rule)
verify/13-scichart.verify.md	Missing 6: the cost of EAutoRange.Always on streaming Y axes	SC-43
verify/13-scichart.verify.md	Missing 7: the per-frame cost of point markers	SC-46
verify/13-scichart.verify.md	Missing 8: keep raw epoch timestamps as float64 in the DataSeries	SC-05
verify/13-scichart.verify.md	Missing 9: SVG-annotation creation cost is a one-time spike	SC-21
verify/13-scichart.verify.md	Missing 10: chart rendering in a worker is not supported	SC-02
15-gaps-round-1.md	Treat Wasm timings taken through Chrome DevTools MCP as debug-tier numbers	-> measure.md; a note in §J (no rule) (late check: corrected; measure.md §10 fixed)
15-gaps-round-1.md	Apply GPU decimation rules to custom renderers only; for SciChart, rely on its resampler and pre-aggregate only the series it does not resample	SC-10, SC-11 (the series list; endorsed by verify/13 cross-file conflict 3)
15-gaps-round-1.md	SciChart: use `SciChartSurface.create()` for ..., because `createSingle()` reloads the page on WebGL context loss (heading shortened)	SC-16 (confirmed by verify/13 Missing 1) (late check: disputed; SC-16 fixed)
15-gaps-round-1.md	SciChart: detach long-hidden streaming series instead of only setting `isVisible = false`	SC-44
15-gaps-round-1.md	SciChart: use `EAutoRange.Always` on Y for streaming only with the sorted-data flags; drive X with an explicit window	SC-43 (late check: corrected; no rule change needed)
15-gaps-round-1.md	SciChart: do not animate point-marker fill, stroke or size per frame; use `lastPointOnly` for "current value" dots	SC-46
15-gaps-round-1.md	SciChart: load it on demand, because v5 does not tree-shake, and do not plan on worker or OffscreenCanvas rendering	SC-35, SC-02 (confirmed by verify/13 Missing 3 and 10)
15-gaps-round-1.md	SciChart: keep raw timestamps as float64 in the DataSeries, and do not pre-offset them for precision	SC-05 (partly verified in the note itself) (late check: unverified; SC-05 and DATA-05 wording weakened, date-axis unit added)
15-gaps-round-2.md	Handle a null WebGL2 context: Chrome no longer falls back to SwiftShader, and SciChart rejects without WebGL2	SC-48 (the library part; the mechanism is GPU-01)
15-gaps-round-2.md	Link pane X axes through `visibleRangeChanged` with value-equal ranges, and never transform the range in the handler	SC-42 (the notes example is left out)
15-gaps-round-2.md	Align panes with `SciChartVerticalGroup`, and give the Y axes a fixed `axisThickness` so that a tick does not re-lay out every pane	SC-42
15-gaps-round-2.md	Share the crosshair with `modifierGroup` only on the modifiers that need it	SC-42
15-gaps-round-2.md	Ship every chart with an error path, a teardown path and a test fixture at production scale	SC-28, SC-48; the fixture part -> SKILL.md (always-on rules)
15-gaps-round-2.md	Give each element one animation owner, and give every rAF loop a stop condition	-> css-rendering.md, gpu-canvas-and-frames.md; its chart-library caveat is covered by SC-15 and SC-18
15-gaps-round-2.md	Prove a leak fix by slope: repeat N times with a forced GC, fit a line, and fail above a growth threshold	-> js-lifecycle-and-memory.md (LIFE-10); the wasm-heap caveat is in §J (late check: corrected; LIFE-10 Why fixed)
12-canvas2d-and-images.md	Choose the label technique by label count and update rate	SC-20 for the chart-library part (verify/12 corrected: shared cache on by default, default native font changed)
12-canvas2d-and-images.md	Use a glyph atlas for small closed character sets; per-string textures (with LRU) for free text	SC-20 for the chart-library label cache (verify/12 corrected: LRU cache, on by default)
12-canvas2d-and-images.md	Rasterize text at the device pixel ratio and place it on the device pixel grid; rebuild on DPR change	SC-38 for the chart-library DPI switch; the rest -> gpu-canvas-and-frames.md
10-gpu-webgl.md	Render many charts through one context with viewport + scissor	SC-16 for the chart library's shared context and the live-context cap (verify/10 conflict 1); the mechanism is GPU-03
10-gpu-webgl.md	Leave powerPreference at "default"; ask for "high-performance" only with evidence	SC-39, SC-40 note that the library hard-codes high-performance (verify/13 cross-file conflict 4); the rule is GPU-04
14-devtools-mcp-and-webmcp.md	Design hook tools as small, read-mostly, bounded functions with compact outputs	-> measure.md and assets/perf-hooks.dev.ts; the chart render events are in §J (no rule)
16-explore-fast-batch-01.md	Balance chunk size against compression and cache hits, and always use content-hashed file names	SC-35 for the chart-library chunk; the rest -> html-loading.md
18-skills-survey-web.md	lightweight-charts / read the installed version and typings first; typings win over docs (heading shortened)	-> scichart.md §0 and SKILL.md (library facts), no rule (unchecked)
18-skills-survey-web.md	lightweight-charts / realtime: update or append only the last point per update (heading shortened)	SC-04, SC-02 (unchecked)
18-skills-survey-web.md	lightweight-charts / create the chart once per mount and destroy it in cleanup (heading shortened)	SC-28 (unchecked)
